"lapse","polholder_age","polholder_BMCevol","polholder_diffdriver","polholder_gender","polholder_job","policy_age","policy_caruse","policy_nbcontract","prem_final","prem_freqperyear","prem_last","prem_market","prem_pure","vehicl_age","vehicl_agepurchase","vehicl_garage","vehicl_powerkw","vehicl_region"
0,28,"up","same","Male","medical",0,"private or freelance work",1,628.84,"1 per year",410.11,854.03,640.75,15,5,"underground garage","75 kW","Reg5"
0,33,"stable","same","Male","normal",0,"private or freelance work",1,752.13,"4 per year",752.14,908.9,752.14,17,17,"other","100 kW","Reg3"
1,44,"stable","only partner","Female","medical",6,"unknown",2,261.03,"1 per year",261.04,215.99,247.05,11,5,"private estate","100 kW","Reg9"
0,32,"down","only partner","Male","normal",1,"private or freelance work",1,406.5,"4 per year",414.8,427.79,366.58,13,9,"private garage","150 kW","Reg9"
0,44,"down","young drivers","Female","medical",0,"private or freelance work",1,409.53,"1 per year",417.89,479.06,365.25,12,9,"carport","25-50 kW","Reg8"
1,48,"stable","same","Male","normal",2,"private or freelance work",1,226.56,"1 per year",226.57,220.41,258.5,18,7,"private garage","100 kW","Reg6"
0,34,"stable","same","Male","normal",0,"private or freelance work",2,326.47,"4 per year",326.49,379.15,339.09,15,15,"carport","125-300 kW","Reg6"
0,34,"stable","only partner","Male","medical",1,"private or freelance work",1,144.34,"1 per year",144.35,231.18,153.84,18,15,"other","75 kW","Reg4"
0,54,"down","same","Male","normal",5,"private or freelance work",1,320.82,"12 per year",327.36,380.01,297.61,18,12,"private garage","75 kW","Reg4"
0,40,"stable","only partner","Female","medical",1,"private or freelance work",1,238.44,"1 per year",227.1,240.09,240.31,8,7,"underground garage","25-50 kW","Reg9"
0,45,"stable","only partner","Male","normal",1,"private or freelance work",1,291.83,"1 per year",291.83,383.58,291.83,15,7,"private garage","75 kW","Reg3"
0,45,"stable","same","Male","medical",2,"private or freelance work",2,363.65,"2 per year",363.65,325.68,363.65,12,8,"private garage","100 kW","Reg10"
0,36,"down","only partner","Female","medical",0,"private or freelance work",1,564.15,"12 per year",588.68,697.36,519.28,16,11,"street","75 kW","Reg9"
0,36,"stable","only partner","Female","medical",0,"private or freelance work",1,200.45,"1 per year",200.46,286.96,200.46,10,0,"private garage","75 kW","Reg5"
0,29,"down","same","Female","normal",1,"private or freelance work",1,406.72,"1 per year",415.02,337.9,395.49,12,9,"carport","25-50 kW","Reg9"
0,37,"down","only partner","Male","normal",9,"unknown",1,453.59,"4 per year",462.85,322.76,416.56,16,4,"street","75 kW","Reg7"
0,49,"stable","young drivers","Female","medical",0,"private or freelance work",1,214.65,"1 per year",214.66,274,247.21,8,0,"private garage","75 kW","Reg4"
0,25,"down","same","Male","normal",2,"private or freelance work",1,467.34,"12 per year",476.88,530.94,445.09,17,14,"private garage","75 kW","Reg5"
0,37,"stable","same","Male","normal",0,"private or freelance work",1,273.49,"4 per year",273.5,298.11,260.97,10,8,"private garage","75 kW","Reg12"
0,23,"down","only partner","Female","medical",1,"private or freelance work",1,592.94,"1 per year",618.73,509.62,515.61,14,13,"other","75 kW","Reg10"
1,43,"stable","only partner","Male","normal",5,"unknown",1,332.46,"1 per year",332.48,349.56,323.81,14,7,"unknown","75 kW","Reg7"
0,49,"down","young drivers","Male","medical",0,"private or freelance work",1,305.83,"1 per year",312.08,355.6,277.43,10,10,"private garage","100 kW","Reg8"
1,57,"stable","only partner","Male","normal",1,"private or freelance work",1,286.61,"1 per year",286.63,332.02,286.63,18,1,"private garage","75 kW","Reg8"
0,36,"down","only partner","Male","medical",3,"private or freelance work",1,326.08,"1 per year",332.74,369.5,285.2,10,6,"private garage","75 kW","Reg7"
0,34,"down","only partner","Female","normal",0,"private or freelance work",1,283.88,"1 per year",289.68,344.44,263.35,7,4,"underground garage","100 kW","Reg8"
0,34,"down","same","Male","normal",1,"private or freelance work",3,535.67,"1 per year",558.96,468.69,465.8,18,17,"private garage","25-50 kW","Reg3"
0,56,"stable","young drivers","Male","normal",0,"private or freelance work",2,396.45,"1 per year",396.45,407.29,396.45,13,13,"other","25-50 kW","Reg8"
1,56,"down","only partner","Female","medical",1,"private or freelance work",1,308.25,"1 per year",314.54,342.59,325.64,12,7,"street","75 kW","Reg12"
0,34,"stable","same","Male","normal",3,"private or freelance work",1,374.84,"4 per year",374.84,326.96,374.84,10,6,"unknown","125-300 kW","Reg4"
0,52,"stable","young drivers","Male","normal",3,"private or freelance work",1,276.61,"1 per year",276.63,227,279.25,16,8,"unknown","75 kW","Reg7"
0,33,"down","same","Female","medical",6,"unknown",1,529.4,"12 per year",540.2,219.46,478.21,18,12,"parking deck","75 kW","Reg4"
0,31,"down","same","Female","normal",1,"private or freelance work",1,258.7,"2 per year",263.97,239.44,222.69,11,7,"private garage","25-50 kW","Reg4"
0,46,"down","only partner","Female","normal",2,"private or freelance work",1,120.47,"1 per year",122.92,128.75,100.71,18,2,"street","75 kW","Reg12"
0,30,"down","same","Female","medical",0,"private or freelance work",1,175.24,"1 per year",178.81,231.11,171.5,13,9,"street","25-50 kW","Reg9"
0,42,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,246.13,"4 per year",246.14,183.06,246.14,15,14,"other","25-50 kW","Reg4"
0,66,"stable","same","Male","medical",5,"unknown",2,279.08,"1 per year",279.09,248.52,284.11,18,11,"unknown","125-300 kW","Reg7"
0,44,"stable","only partner","Male","medical",11,"unknown",1,417.36,"1 per year",417.36,310.07,417.36,17,3,"street","75 kW","Reg9"
1,29,"down","same","Male","normal",1,"private or freelance work",2,297.5,"1 per year",303.58,331.06,263.2,12,5,"private garage","100 kW","Reg8"
0,62,"stable","same","Male","normal",0,"private or freelance work",1,116.42,"1 per year",116.44,165.61,116.44,18,10,"underground garage","25-50 kW","Reg7"
1,25,"down","same","Female","medical",0,"private or freelance work",1,440.33,"1 per year",449.31,415.6,385.14,12,11,"other","75 kW","Reg14"
0,34,"up","same","Male","normal",2,"private or freelance work",1,2539.34,"4 per year",1366.25,2037.59,2308.49,15,13,"street","75 kW","Reg8"
0,42,"down","only partner","Male","medical",0,"private or freelance work",1,359.26,"1 per year",366.59,320.89,297.78,16,15,"private garage","175 kW","Reg6"
0,61,"down","all drivers > 24","Male","normal",2,"private or freelance work",3,369.45,"2 per year",376.99,439.2,335.84,11,8,"private garage","25-50 kW","Reg1"
1,43,"down","same","Male","medical",3,"private or freelance work",1,306.81,"1 per year",313.08,399.07,295.16,10,7,"street","75 kW","Reg7"
0,37,"down","all drivers > 24","Female","normal",0,"private or freelance work",2,541.35,"2 per year",628.84,741.64,492.14,14,5,"private garage","100 kW","Reg5"
0,40,"down","same","Male","normal",0,"private or freelance work",2,262.96,"2 per year",268.33,286.28,241.49,13,9,"carport","100 kW","Reg7"
0,56,"stable","same","Male","normal",2,"private or freelance work",2,241.89,"1 per year",241.9,296.25,235.07,13,6,"street","100 kW","Reg3"
0,49,"down","young drivers","Male","medical",1,"private or freelance work",1,874.23,"12 per year",912.24,801.7,774.89,13,12,"carport","75 kW","Reg1"
0,50,"down","young drivers","Male","medical",0,"private or freelance work",2,808.81,"1 per year",939.52,828.45,735.27,12,12,"carport","75 kW","Reg7"
0,30,"stable","same","Male","medical",5,"private or freelance work",1,242.8,"12 per year",242.81,230.8,240.58,16,6,"private garage","75 kW","Reg7"
1,36,"stable","only partner","Female","normal",1,"private or freelance work",1,153.73,"1 per year",153.73,205.93,153.73,12,3,"private garage","100 kW","Reg5"
0,36,"down","same","Female","medical",0,"private or freelance work",1,413.81,"4 per year",431.8,517.16,359.84,13,13,"private garage","25-50 kW","Reg4"
0,58,"stable","same","Male","normal",0,"private or freelance work",4,158.81,"4 per year",158.82,207.47,158.82,14,10,"private garage","75 kW","Reg11"
0,32,"down","only partner","Female","normal",4,"private or freelance work",1,740.06,"4 per year",755.16,466.23,660.11,12,8,"unknown","100 kW","Reg4"
0,37,"stable","only partner","Female","medical",0,"private or freelance work",1,177.19,"1 per year",177.2,246.5,177.2,15,8,"other","25-50 kW","Reg5"
0,28,"stable","same","Male","normal",0,"private or freelance work",1,248.38,"1 per year",248.39,315.09,248.39,14,7,"street","100 kW","Reg7"
0,34,"stable","only partner","Male","normal",6,"unknown",1,234.79,"1 per year",234.8,234.64,218.09,9,3,"private estate","125-300 kW","Reg5"
1,25,"down","same","Female","normal",4,"private or freelance work",1,595.95,"2 per year",608.11,411.31,521.24,10,8,"underground garage","75 kW","Reg6"
0,49,"stable","all drivers > 24","Male","normal",4,"private or freelance work",2,230.68,"1 per year",230.69,280.84,232.85,12,8,"parking deck","75 kW","Reg6"
0,44,"down","only partner","Male","medical",4,"private or freelance work",1,465.1,"4 per year",474.59,276.46,410.56,14,0,"unknown","25-50 kW","Reg4"
0,53,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,198.11,"2 per year",198.12,277.02,198.12,17,6,"other","75 kW","Reg4"
0,43,"stable","all drivers > 24","Male","normal",1,"private or freelance work",1,288.46,"1 per year",288.47,374.6,293.97,17,11,"private garage","125-300 kW","Reg4"
0,78,"stable","same","Male","medical",9,"private or freelance work",1,200.58,"2 per year",200.59,272.02,228.96,14,4,"street","25-50 kW","Reg9"
0,40,"down","same","Female","medical",2,"private or freelance work",1,226.6,"4 per year",231.22,225.21,208.1,8,3,"private garage","25-50 kW","Reg7"
0,39,"stable","same","Female","medical",6,"private or freelance work",2,213.89,"4 per year",213.9,237.36,204.21,17,16,"street","25-50 kW","Reg7"
0,39,"stable","only partner","Male","medical",3,"private or freelance work",1,262.99,"1 per year",263,271.01,270.24,18,8,"unknown","100 kW","Reg7"
1,39,"down","only partner","Female","normal",1,"private or freelance work",1,249.29,"1 per year",254.38,308.23,235.39,9,1,"private garage","75 kW","Reg8"
0,55,"stable","all drivers > 24","Male","normal",0,"private or freelance work",2,206.9,"2 per year",206.91,291.93,206.91,18,13,"private garage","25-50 kW","Reg8"
0,54,"stable","young drivers","Male","normal",0,"private or freelance work",3,443.44,"1 per year",443.45,518.59,443.45,17,6,"other","75 kW","Reg8"
0,48,"stable","same","Male","normal",0,"private or freelance work",1,301.84,"1 per year",301.85,346.69,325.85,10,10,"parking deck","75 kW","Reg7"
0,39,"stable","only partner","Male","normal",2,"private or freelance work",1,204.15,"1 per year",204.14,198.21,204.15,11,2,"private garage","100 kW","Reg10"
0,69,"down","only partner","Male","normal",5,"unknown",1,286.71,"1 per year",292.56,242.95,262.4,18,8,"unknown","25-50 kW","Reg8"
0,36,"down","same","Male","normal",0,"private or freelance work",1,974.54,"4 per year",1132.04,826.44,938.54,12,12,"parking deck","75 kW","Reg9"
0,42,"up","same","Male","medical",2,"private or freelance work",1,986.6,"4 per year",612.37,892.83,959.41,14,10,"street","75 kW","Reg4"
0,72,"stable","same","Female","normal",0,"private or freelance work",1,269.45,"1 per year",269.46,291.39,269.45,12,12,"street","100 kW","Reg7"
1,44,"down","same","Female","medical",2,"private or freelance work",1,240.09,"1 per year",244.99,249.91,228.72,12,3,"carport","75 kW","Reg7"
0,33,"down","only partner","Female","medical",1,"private or freelance work",1,228.24,"1 per year",232.9,338.5,199.62,14,10,"carport","75 kW","Reg10"
0,47,"stable","same","Female","normal",0,"private or freelance work",1,126.3,"1 per year",126.31,178.41,126.31,17,10,"private garage","25-50 kW","Reg3"
0,50,"stable","only partner","Male","normal",10,"unknown",1,209.85,"1 per year",202.43,160.44,209.85,10,0,"private garage","75 kW","Reg7"
0,34,"down","only partner","Female","medical",0,"private or freelance work",1,214.18,"4 per year",218.55,254.06,189.9,16,9,"street","100 kW","Reg5"
0,49,"stable","same","Male","normal",0,"private or freelance work",3,310.61,"4 per year",310.62,348.39,310.62,18,15,"parking deck","75 kW","Reg4"
0,33,"stable","all drivers > 24","Female","normal",0,"private or freelance work",1,388.21,"12 per year",388.22,502.73,395.69,13,11,"private garage","75 kW","Reg4"
0,40,"down","same","Male","medical",1,"private or freelance work",2,420,"4 per year",428.57,411.99,367.35,12,9,"private garage","75 kW","Reg4"
0,42,"stable","same","Female","medical",6,"unknown",1,313.31,"2 per year",313.33,234.26,316.18,17,10,"street","75 kW","Reg3"
0,27,"down","same","Female","medical",0,"private or freelance work",1,659.8,"4 per year",766.44,626.69,599.81,11,10,"private garage","25-50 kW","Reg4"
1,42,"down","only partner","Male","medical",4,"private or freelance work",1,215.07,"1 per year",219.46,178.85,199.14,13,5,"unknown","75 kW","Reg4"
0,65,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,254.33,"2 per year",254.34,375.72,238.05,14,11,"other","75 kW","Reg5"
0,53,"stable","same","Male","medical",6,"unknown",2,328.65,"12 per year",328.66,239.24,344.06,16,2,"street","75 kW","Reg5"
0,37,"stable","only partner","Male","medical",4,"private or freelance work",1,306.41,"1 per year",306.42,273.56,303.59,9,0,"unknown","100 kW","Reg3"
0,32,"stable","all drivers > 24","Female","medical",0,"private or freelance work",1,321.2,"1 per year",321.21,389.51,306.45,13,12,"parking deck","25-50 kW","Reg8"
0,46,"stable","same","Male","medical",6,"unknown",1,331.31,"1 per year",331.32,238.91,328.42,12,1,"private garage","75 kW","Reg11"
0,48,"stable","same","Male","medical",11,"private or freelance work",2,213.82,"2 per year",213.82,179.64,213.82,14,0,"private garage","225 kW","Reg5"
1,46,"stable","same","Male","normal",13,"private or freelance work",1,175.91,"1 per year",175.93,246.05,187.82,18,9,"private garage","75 kW","Reg6"
0,31,"down","same","Male","normal",2,"private or freelance work",1,423.03,"1 per year",431.66,439.34,346.41,10,4,"private garage","100 kW","Reg2"
1,43,"stable","only partner","Male","medical",0,"private or freelance work",1,193.69,"1 per year",193.7,270.43,210.67,12,3,"private garage","75 kW","Reg12"
0,36,"down","only partner","Male","medical",2,"private or freelance work",1,275.02,"1 per year",280.64,280.21,245.55,16,6,"private garage","150 kW","Reg4"
0,43,"stable","young drivers","Male","normal",1,"private or freelance work",2,364.67,"1 per year",364.69,364.58,351.23,8,4,"private garage","75 kW","Reg7"
0,30,"stable","only partner","Female","normal",1,"private or freelance work",1,234.01,"2 per year",234.03,284.16,240.61,17,8,"private garage","100 kW","Reg4"
0,42,"stable","only partner","Male","normal",1,"private or freelance work",2,185.4,"2 per year",185.41,230.94,185.41,15,13,"private garage","100 kW","Reg4"
0,25,"down","all drivers > 24","Female","normal",2,"private or freelance work",1,547.18,"1 per year",558.35,455.16,521.12,8,6,"other","75 kW","Reg4"
0,33,"down","all drivers > 24","Female","medical",3,"private or freelance work",1,296.51,"1 per year",302.56,278.48,243.33,18,16,"street","25-50 kW","Reg11"
0,41,"stable","only partner","Male","normal",2,"private or freelance work",1,431.36,"4 per year",431.38,407.26,456.79,9,7,"street","100 kW","Reg9"
0,35,"down","only partner","Male","medical",0,"private or freelance work",1,441.61,"4 per year",450.62,540.59,420.59,11,8,"parking deck","100 kW","Reg5"
0,32,"stable","same","Male","medical",2,"private or freelance work",1,442.24,"4 per year",442.25,445.61,398.69,13,0,"street","175 kW","Reg5"
0,34,"down","only partner","Male","normal",0,"private or freelance work",2,590.51,"1 per year",685.95,695.48,595.37,16,13,"private garage","150 kW","Reg5"
1,53,"stable","same","Female","medical",0,"private or freelance work",1,229.05,"1 per year",229.06,274.46,242.2,0,0,"private garage","75 kW","Reg9"
0,72,"down","same","Male","normal",3,"private or freelance work",2,589.19,"4 per year",684.41,848.95,535.62,16,6,"street","100 kW","Reg4"
0,43,"stable","same","Female","medical",0,"private or freelance work",1,141.27,"2 per year",141.29,211.02,141.29,12,7,"private garage","75 kW","Reg8"
0,67,"stable","only partner","Male","normal",0,"private or freelance work",1,118.58,"1 per year",118.59,200.81,118.59,15,10,"private garage","75 kW","Reg6"
